FacilityId,FacilityName,FacilityType,LicenseNumber,LicenseStatus,AcceptsCCAP,PhoneNumber,Capacity,FirstName,LastName,Address,City,State,Zip,EffectiveDate,ExpirationDate,AgeRange
10008070,LOTHEM PRESCHOOL,LH,12093,BI,Yes,(907) 338-4446,8 Children,ANNA,PAEK-LEE,1716 EAST 58TH CIRCLE,ANCHORAGE,AK,99507,20240601,20250531,0Y - 12 Y
10003465,LYDIA'S DAY CARE,LH,11948,BI,Yes,(907) 885-7292,8 Children,LYDIA,COLON,1116 NELCHINA ST,ANCHORAGE,AK,99501,20231101,20251031,0W - 12 Y
10017098,MAMA BEARS CUB CARE,GL,11832,BI,Yes,(907) 370-9309,12 Children,SHAUNNA,SHORES,2014 LAKE ESTATES LN,FAIRBANKS,AK,99701,20240101,20251231,6W - 12 Y
10000366,MAMA'S DAYCARE,LH,12123,BI,Yes,(907) 942-4774,8 Children,NORMA,LAHIP,1312 BARANOF STREET,KODIAK,AK,99615,20240601,20260531,0M - 12 Y
10003672,MARIA M. CONTRERAS,LH,11978,BI,Yes,(907) 277-1032,8 Children,MARIA,CONTRERAS,4001 E 8TH AVE,ANCHORAGE,AK,99508,20231201,20251130,0M - 12 Y
10003684,MARIBEL DAYCARE,LH,11933,BI,Yes,(907) 278-2876,8 Children,MARIBEL,CONTRERAS,515 FLOWER ST,ANCHORAGE,AK,99508,20231001,20250930,0M - 12 Y
10006950,MARIE'S LITTLE LAMBS LEARNING CENTER,GL,11921,BI,Yes,(907) 715-6226,12 Children,EDNA MARIE,ORITO,5470 S IRWIN DR.,WASILLA,AK,99623,20230901,20250831,19M - 12 Y
10016863,MAT-SU YMCA - TANAINA SCHOOL AGE CHILD D,LC,12071,BI,Yes,(907) 373-9622,30 Children,SAMANTHA,BERRY,2550 LUCILLE ST.,WASILLA,AK,99654,20240501,20260430,5Y - 12 Y
10016879,MATSU JEWISH PRESCHOOL,GL,12218,BE,Yes,(347) 415-5412,12 Children,CHAYA,GREENBERG,9530 E. HORSE PLAY CIRCLE,PALMER,AK,99645,20241001,20241231,0W - 12 Y
10000749,MAURICIO'S CHILD CARE,LH,11683,BI,Yes,(907) 419-6515,8 Children,YOLANDA,HERNANDEZ,8905 GEE STREET,JUNEAU,AK,99801,20221201,20241130,0W - 12 Y
10015914,MEMA'S DAYCARE,LH,11688,BI,Yes,(907) 770-6679,8 Children,ANNETTE,KELLEY,801 W 86TH AVE,ANCHORAGE,AK,99515,20221201,20241130,0M - 12 Y
10017043,MI CASA ES TU CASA,LH,11729,BI,Yes,(907) 360-3618,8 Children,CRISTINA,BALSIMELLI,1584 N HEATHER MEADOWS LOOP,ANCHORAGE,AK,99507,20230301,20250228,3M - 6 Y
10003731,MIGHTY MOOSE'S SCHOOL OF PLAY,LH,12182,BI,Yes,(907) 243-7713,8 Children,KATY,WEBSTER,"3505 WOODLAND PARK DR,#B",ANCHORAGE,AK,99517,20241101,20261031,1M - 12 Y
10016045,MILADY DAYCARE,LH,12090,BI,Yes,(907) 330-9186,8 Children,MILADY,VICTORIANO,810 S KLEVIN ST,ANCHORAGE,AK,99508,20240601,20260531,0M - 12 Y
10015587,MISS TORI'S TOTS,GL,11811,BI,Yes,(907) 373-9609,12 Children,TORI,JENSEN,3548 S JOHNSONS RD.,WASILLA,AK,99623,20230601,20250531,0W - 12 Y
10017051,"MITKOF MONSTERS CHILDCARE, LLC",LC,11779,BI,Yes,(907) 772-2700,30 Children,KALLIE,CAPLES,11 NORTH 12 STREET,PETERSBURG,AK,99833,20230401,20250331,0W - 5 Y
10016644,MOMMY'S LITTLE ANGELS CHILDCARE,LH,12207,BI,Yes,(907) 744-0805,8 Children,YULISA,DE LA ROSA ROSARI,4030 E 5TH AVE,ANCHORAGE,AK,99508,20241101,20261031,0M - 12 Y
10015818,MONTESSORI BOREALIS CHILDREN'S HOUSE,LC,12003,BI,Yes,(907) 523-1848,30 Children,LUPITA,ALVAREZ-BOTELHO,1415 GLACIER AVENUE,JUNEAU,AK,99801,20231201,20251130,37M - 7 Y
10003579,MORNING STAR CHRISTIAN SCHOOL,LC,11750,BI,Yes,(907) 522-9034,146 Children,CECILIA,QUIAMBAO,8220 BRIARWOOD STREET,ANCHORAGE,AK,99518,20230201,20250131,6W - 12 Y
10003556,MOTHER'S DEN FAMILY PLAY-CARE,LH,11937,BI,Yes,(907) 350-1230,8 Children,DONNA,KELLIEGH (KIRBY),1800 STATE STREET,ANCHORAGE,AK,99504,20231001,20250930,0M - 12 Y
10014194,MOUSE TRAP PLAYSCHOOL INC.,LC,11878,BI,Yes,(907) 745-1803,100 Children,MARLENE,STEPHENS,517 SOUTH COBB STREET,PALMER,AK,99645,20230801,20250731,19M - 12 Y
10017118,MRS. CRYSTALS KIDDY CARE,LH,12089,BI,Yes,(907) 942-4088,8 Children,CRYSTAL,CURP,5201 HUFFMAN ROAD,ANCHORAGE,AK,99516,20240601,20260531,0W - 12 Y
10017000,MRS. MEGAN'S LITTLE RASCALS,GL,12129,BI,Yes,(907) 825-2188,12 Children,MEGANMARIE,REYNOLDS,4461 S. TIMBERLAND LOOP,WASILLA,AK,99623,20240701,20260331,0M - 12 Y
10000160,MT. EDGECUMBE PRESCHOOL,LC,11866,BI,Yes,(907) 966-2675,22 Children,LORI,WHITMILL,129 SEWARD STREET,SITKA,AK,99835,20230601,20250531,3Y - 6 Y
10014642,MY 2ND HOME DAY CARE,LH,11952,BI,Yes,(907) 830-2679,8 Children,PERSEVERANDA,ESPINAL,"314 FLOWER STREET,APT #3",ANCHORAGE,AK,99508,20231101,20251031,0M - 12 Y
10003653,MY FAVORITE PRESCHOOL,LC,12125,BI,No,(907) 223-1049,26 Children,CHERI,FRANCIS,1265 S SEWARD MERIDIAN PARKWAY  SUITE G,WASILLA,AK,99654,20240801,20260731,2Y - 7 Y
10017182,MY FIRST STEPS HOME DAYCARE,LH,12135,PR,Yes,(907) 519-2694,6 Children,DALINERSY,PEREZ-HENRIQUEZ,3925 E 8TH AVE,ANCHORAGE,AK,99508,20240601,20250531,0M - 12 Y
10017180,NANA'S CHILDCARE,LH,12050,PR,Yes,(907) 322-8708,8 Children,MELODY,LINTELMAN,4180 CREAMER RD,DELTA JUNCTION,AK,99737,20240201,20250131,0W - 12 Y
10009759,NANETTE'S LITTLE ONES CHILDCARE,LH,11988,BI,Yes,(907) 830-2310,8 Children,NANETTE,HINTHER,7035 FREDRICKS DR,ANCHORAGE,AK,99504,20240101,20251231,0M - 12 Y
10003590,NEIGHBORHOOD DAYCARE CO.,LH,11754,BI,Yes,(907) 342-5119,8 Children,KERRY,HINTON,"909 CHERRY ST,APT B",ANCHORAGE,AK,99504,20230401,20250331,0W - 12 Y
10016023,NEW GENERATIONS CHILD DEVELOPMENT CENTER,LC,12205,BI,Yes,(907) 373-3118,68 Children,TERESA,NELSON,"611 S. KNIK GOOSE BAY RD, SUITE F",WASILLA,AK,99654,20240901,20260630,6W - 12 Y
10000503,NEW HORIZONS DAY CARE,GL,11697,BI,Yes,(907) 456-8534,12 Children,ANNA,CULLEY,1109 PARK DRIVE,FAIRBANKS,AK,99709,20221201,20241130,0W - 12 Y
10000287,NICOLE'S DAYCARE,GL,12101,BI,Yes,(907) 347-4220,12 Children,NICOLE,CRAIG,606 WAINWRIGHT RD,FAIRBANKS,AK,99701,20240501,20260430,0W - 12 Y
10016150,NIKAITCHUAT ILISAGVIAT,LC,11725,BI,No,(907) 442-4160,20 Children,CANDICE,KELSEY-BALDWIN,600 5TH AVENUE,KOTZEBUE,AK,99752,20230101,20241231,3Y - 8 Y
10007065,NIKKI'S DAYCARE,GL,12174,BI,Yes,(907) 299-0416,12 Children,NIKA,DAVIS,628 RANGEVIEW AVE.,HOMER,AK,99603,20240801,20260731,0W - 12 Y
10016294,"NOME PRESCHOOL ASSOCIATION, INC",LC,12016,BI,Yes,(907) 443-2943,20 Children,REBECCA,SHERMAN-LUCE,911 E. 5TH,NOME,AK,99762,20240201,20260131,3Y - 9 Y
10017013,NORTH STAR LEARNING CENTER,LC,12065,BI,Yes,(907) 488-7827,49 Children,DARBY,MCFETRIDGE,"500 E. 5TH AVE,SUITE A",NORTH POLE,AK,99705,20240501,20260430,0W - 12 Y
10015532,NORTHERN LIGHTS PRESCHOOL & CHILD CARE,LC,12138,BI,Yes,(907) 274-2040,173 Children,"JOBELLA""PIA""",JOHNSON,"703 W NORTHERN LIGHTS BLVD,STE 200",ANCHORAGE,AK,99503,20240901,20260831,12M - 12 Y
10011692,NORTHERN LIGHTS PRESCHOOL OF ARTS,GL,11923,BI,Yes,(907) 378-4598,12 Children,SAMANTHA,CURRY,1815 BRIDGEWATER DR.,FAIRBANKS,AK,99709,20230801,20250731,1Y - 12 Y
10017113,NUNAKINS,LH,12147,BI,Yes,(907) 355-6025,8 Children,TRACEY,SCHAEFFER,238 5TH AVE,KOTZEBUE,AK,99752,20240701,20260630,0W - 5 Y
10013873,OMA'S DAY CARE,LH,11801,BI,Yes,(907) 748-3020,8 Children,ESTE,SELDON,2631 KENMORE CIR,ANCHORAGE,AK,99504,20230501,20250430,0M - 12 Y
10000590,OPEN ARMS CHILD DEVELOPMENT CENTER,LC,11975,BI,Yes,(907) 455-9466,236 Children,ELIA,PETERSON,2980 DAVIS ROAD,FAIRBANKS,AK,99709,20231201,20251130,6W - 12 Y
10016951,OUR KIDS OUR FUTURE LLC,GL,12066,BI,Yes,(907) 378-3426,12 Children,APRIL,JOHNKINS,3594 GOLDIZEN AVE.,FAIRBANKS,AK,99707,20240501,20260430,6W - 12 Y
10014934,PACIFIC NORTHERN ACADEMY,LC,11927,BI,No,(907) 333-1080,80 Children,ANNA,RAMSEY,"2511 SENTRY DR,STE. 100",ANCHORAGE,AK,99507,20230726,20250630,34M - 12 Y
10012381,PALMER LIFEWAYS LLC,LC,11678,BI,Yes,(907) 746-0077,60 Children,LORI,BERRIGAN,3199 N. PALMER-FISHHOOK RD,PALMER,AK,99645,20221201,20241130,6W - 12 Y
10007266,PAMPERED MOMS,LH,11916,BI,Yes,(907) 841-1660,8 Children,RHONDA,LYNCH,1431 DOWNWIND DR #2,PALMER,AK,99645,20230901,20250831,0W - 12 Y
10016772,PASITOS DE AMOR,GL,11664,BI,Yes,(907) 978-6151,12 Children,FLOR,MERINO,1008 AKIAK AVE,FAIRBANKS,AK,99701,20221201,20241130,3W - 12 Y
10000380,PATY'S DAY CARE,LH,11982,BI,Yes,(907) 486-3810,8 Children,PATROCINIO,HELMS,1422 MISSION ROAD,KODIAK,AK,99615,20231201,20251130,0M - 12 Y
10000310,PEACEHEALTH KMC CHILD DEVELOPMENT CENTER,LC,11782,BI,Yes,(907) 225-4871,42 Children,PATRICK,STACK,433 JACKSON STREET,KETCHIKAN,AK,99901,20230501,20250430,0W - 12 Y
10017228,PEQUENOS TRAVIESOS,LH,12216,PR,No,(907) 903-3104,8 Children,GLORIA,ECHEVERRI,837 EAST 12TH AVENUE,ANCHORAGE,AK,99501,20241001,20250930,1M - 12 Y
10000316,PETERSBURG CHILDREN'S CENTER,LC,11993,BI,Yes,(907) 772-3419,65 Children,SHARLAY,MAMOE,404 DOLPHIN STREET,PETERSBURG,AK,99833,20231201,20251130,6W - 12 Y
10003732,PITTER PATTER CHILDCARE,LH,11920,BI,Yes,(907) 830-2691,8 Children,SHELLY,HINTON (RODENBAUG,8411 E 11TH CT,ANCHORAGE,AK,99504,20231001,20250930,0M - 12 Y
10002263,PLAY ALL DAY CARE,LH,11897,BI,Yes,(907) 274-4942,8 Children,NORA,RAMOS,1212 LATOUCHE ST,ANCHORAGE,AK,99501,20230801,20250731,0M - 12 Y
10016316,PLAYFUL PANDAS,LH,11886,BI,Yes,(907) 314-0234,8 Children,MARTA,VENABLES,2477 SCOTT DRIVE,JUNEAU,AK,99801,20230701,20250630,0Y - 12 Y
10016778,POLAR PALS CHILD CARE,LH,11949,BI,Yes,(907) 203-8166,8 Children,SIERRA,RIFE,3710 REGIUS AVE,NORTH POLE,AK,99705,20231001,20250930,12W - 12 Y
10000711,PRECIOUS MEMORIES DAYCARE,GL,11724,BI,Yes,(907) 687-7100,12 Children,JUDY,MARTINEZ,1428 28TH AVE,FAIRBANKS,AK,99701,20230101,20241231,0W - 12 Y
10003763,PROVIDENCE CENTER FOR CHILD DEVELOPMENT,LC,11822,BI,Yes,(907) 212-3075,121 Children,CHRISTINA,JURENKA,3900 PIPER ST,ANCHORAGE,AK,99508,20230601,20250531,8W - 12 Y
10016173,"PUFFIN HEIGHTS MONTESSORI, LLC",LC,11694,BI,Yes,(907) 272-5999,44 Children,WILLIAM,CANADY,1000 W 20TH AVE,ANCHORAGE,AK,99503,20230101,20241231,15M - 7 Y
10016277,PURPOSEFUL PLAY PRE-K,LH,12151,BI,No,(907) 441-4912,8 Children,RAYCHEL,MCCONNELL,900 LIGHTHOUSE CT,ANCHORAGE,AK,99515,20240901,20260831,3Y - 12 Y
10003634,RABBIT CREEK COMMUNITY ASSOCIATION SACC,LC,12035,BI,Yes,(907) 742-5722,80 Children,LAURIE,WADE,13650 LAKE OTIS PKWY,ANCHORAGE,AK,99516,20240401,20260331,5Y - 12 Y
10000125,RALLY - AUKE BAY,LC,11809,BI,Yes,(907) 796-5240,90 Children,RUTH,BEATTIE,11869 GLACIER HIGHWAY,JUNEAU,AK,99801,20230401,20250331,5Y - 12 Y
10000326,RALLY - GASTINEAU,LC,12042,BI,Yes,(907) 796-5033,60 Children,FISHER-LEE,STEVENS,1507 3RD STREET,DOUGLAS,AK,99824,20240201,20260131,5Y - 12 Y
10000329,RALLY - GLACIER VALLEY,LC,12041,BI,Yes,(907) 780-1409,90 Children,CHRISTINA,ACKMANN,3400 TONGASS BOULEVARD,JUNEAU,AK,99801,20240201,20260131,5Y - 12 Y
10000328,RALLY - HARBORVIEW,LC,860,BI,Yes,(907) 523-1857,90 Children,MELISSA,ROBERTS,"1255 GLACIER AVE. ROOMS 116 & 118,MAIN RALLY ROOM, COMMONS, GYM.",JUNEAU,AK,99801,70506,20060131,5Y - 168 M
10017131,RAY'S CHILD CARE AND LEARNING CENTER,LC,12227,PE,Yes,(907) 745-4875,68 Children,CARSEN,RAY,1738 N CHET CIRCLE,PALMER,AK,99645,20241101,20241231,0W - 12 Y
10004755,RIDGEWAY MONTESSORI PRESCHOOL,GL,12053,BI,Yes,(907) 262-2699,12 Children,CORI,MCKAY,44875 SPRUCE AVE,SOLDOTNA,AK,99669,20240301,20260228,3Y - 12 Y
10007007,RISING STAR CHILD CARE & LEARNING CENTER,LC,12049,BI,Yes,(907) 373-4875,142 Children,NICOLE,SMITH,1405 N. WASILLA FISHHOOK,WASILLA,AK,99654,20231201,20251130,0Y - 12 Y
10013304,RIVER OF LIFE CHRISTIAN DAYCARE CENTER,LC,11919,BI,Yes,(907) 486-7652,30 Children,EMMA,GONZALEZ,2050 SELIEF LANE,KODIAK,AK,99615,20230901,20250831,0W - 12 Y
10012728,RODA DAY CARE,LH,12178,BI,Yes,(907) 317-3726,8 Children,RODA,SOSA,4526 E 6TH AVE,ANCHORAGE,AK,99508,20241001,20260930,0M - 12 Y
10013927,ROOM FOR BABIES DAYCARE,GL,11831,BI,Yes,(907) 452-2337,11 Children,KASEY,MCALLISTER,5320 DECATHLON AVE,FAIRBANKS,AK,99709,20230601,20250531,6W - 12 Y
10016714,ROOM TO GROW PRESCHOOL LLC,LC,11748,BI,Yes,(907) 451-7475,37 Children,IRIS,BOEHM,3283 ADAMS DRIVE,FAIRBANKS,AK,99709,20230201,20240131,30M - 9 Y
10003623,ROSE'S CHILD CARE,LH,11821,BI,Yes,(907) 245-0955,8 Children,MARIA,LEON,3410 W 30TH AVE,ANCHORAGE,AK,99517,20230601,20250531,0M - 12 Y
10003401,RUBY'S CHILD CARE,LH,11891,BI,Yes,(907) 279-2050,8 Children,RUBY,OROZCO (TORRES),"3240 PENLAND PKWY,SPC 76",ANCHORAGE,AK,99508,20230801,20250731,0M - 12 Y
10003644,RURAL CAP CHILD DEVELOPMENT CENTER,LC,11677,BI,Yes,(907) 278-0068,64 Children,DANIELA,RODRIGUEZ,545 E 5TH AVE,ANCHORAGE,AK,99501,20221201,20241130,19M - 5 Y
10016733,SAINT ELIZABETH ANN SETON SCHOOL,LC,11790,BI,No,(907) 345-3712,50 Children,KATHLEEN,GUSTAFSON,2901 HUFFMAN RD,ANCHORAGE,AK,99516,20230401,20250331,4Y - 12 Y
10015644,SARAH'S STEPPING STONES,GL,12133,BI,Yes,(907) 371-7121,12 Children,SARAH,HANSON,301 BENTLEY DR.,FAIRBANKS,AK,99701,20240801,20260731,0W - 12 Y
10017034,SHAKIRA'S CUB WATCH,GL,12077,PR,Yes,(907) 388-6411,12 Children,SHAKIRA,SHAW,1714 MARIKA RD,FAIRBANKS,AK,99709,20240401,20250331,0W - 12 Y
10000162,SHELDON JACKSON CHILD CARE CENTER,LC,11994,BI,Yes,(907) 747-5437,50 Children,LOLLY,MILLER,111 JOHN BRADY DR.,SITKA,AK,99835,20231201,20251130,1M - 132 M
10013168,SITKA CHILD DEVELOPMENT CENTER,MC,0,,Yes,(907) 552-6403,,TINA,ROBERTS,6376 15TH ST,ELMENDORF AFB,AK,99506,,,
10000268,SMART START,GL,12224,BE,Yes,(907) 978-1011,12 Children,ANNETTE,SUNDBERG,313 DROZ DRIVE,FAIRBANKS,AK,99701,20241101,20241231,0W - 12 Y
10016926,SMART START LEARNING CENTER,LC,12226,BE,Yes,(907) 459-4760,162 Children,STARRLITA,CONDE,3101 LATHROP ST.,FAIRBANKS,AK,99701,20241101,20241231,6W - 12 Y
10014045,SMILING STARS CHILD CARE HOME,LH,12137,BI,Yes,(907) 561-5082,8 Children,ROCHELLE,MENDOZA-SOPER,3808 WILSON ST,ANCHORAGE,AK,99503,20240901,20260831,0W - 12 Y
10000793,SOLDOTNA KIDS EARLY LEARNING CENTER LLC,LC,11829,BI,Yes,(907) 262-1071,90 Children,ROBERTA,REDMON,35911 KENAI SPUR HWY,SOLDOTNA,AK,99669,20230501,20250430,0W - 12 Y
10016751,SOUTHCENTRAL FOUNDATION EMPLOYEE FAMILY,LC,11871,BI,Yes,(907) 729-8600,96 Children,ANGIE,LANTZ (LAW),4145 TUDOR CENTRE DRIVE,ANCHORAGE,AK,99508,20230701,20250630,6W - 12 Y
10012903,SPROUTLETS CREATIVE LEARNING,GL,12122,BI,Yes,(360) 801-1994,12 Children,LUPINE,ORLOB,530 ASH AVE,KENAI,AK,99611,20240601,20260531,1M - 12 Y
10017085,SPROUTS PRESCHOOL,LC,12172,BI,Yes,(907) 362-1555,20 Children,TARA,CRAYTOR,600 SEA LION AVE,SEWARD,AK,99664,20240801,20250731,3Y - 5 Y
10017083,STAC PLANTING EDEN LEARNING CENTER,LC,12030,BI,Yes,(907) 228-3325,60 Children,JULIE,MCFARLAND,376 OLD HOLMSTEAD ROAD,KETCHIKAN,AK,99901,20240201,20260131,19M - 12 Y
10017147,STARBRIGHT EARLY LEARNING CENTER,LC,12169,BI,Yes,(907) 562-1414,72 Children,MELISSA,CONLEY,3531 E. TUDOR RD.,ANCHORAGE,AK,99507,20241001,20260930,3Y - 12 Y
10017077,STARBRIGHT EARLY LEARNING CENTER - SOUTH,LC,11858,BI,Yes,(907) 522-1464,20 Children,JENNIFER,REEVES,"1130 W. DIMOND BLVD, UNIT E",ANCHORAGE,AK,99515,20230701,20250630,3Y - 5 Y
10001033,"STAY, PLAY & LEARN",GL,12173,BI,Yes,(907) 299-1788,12 Children,FAINA,MELKOMUKOV,605 RANGEVIEW AVE,HOMER,AK,99603,20240801,20260731,0M - 12 Y
10011792,STONE PATH MONTESSORI,LC,11970,BI,Yes,(907) 622-6998,70 Children,KATHRYN,TORRES,"12812 OLD GLENN HWY,STE A12",EAGLE RIVER,AK,99577,20231201,20241130,3M - 12 Y
10016467,SUDANESE NUER PROGRAM USA LLC,LH,12164,NC,Yes,(907) 444-1920,8 Children,PETER,GATLUAK,738 KLEVIN ST,ANCHORAGE,AK,99508,20240901,20250831,0M - 12 Y
10011387,SUN VALLEY CHILD CARE,GL,11803,BI,No,(907) 978-2125,12 Children,TAVIA,FLORENS-BOLTON (K,2039 SUN VALLEY DRIVE,FAIRBANKS,AK,99709,20230501,20250430,0W - 12 Y
10017076,SUNFLOWER PRESCHOOL,LC,12092,BI,Yes,(907) 277-3005,48 Children,PAOLA,GOMEZ,2500 BONIFACE PARKWAY,ANCHORAGE,AK,99504,20240501,20250630,19M - 8 Y
10014325,SUNFLOWER'S DAY CARE,LH,12013,BI,Yes,(907) 360-8817,8 Children,GRECIA,ARECHE RODRIGUEZ,7232 SPRUCE ST,ANCHORAGE,AK,99507,20240201,20260131,0W - 12 Y
10015115,SUNSHINE FAMILY DAY CARE 2,GL,11723,BI,Yes,(907) 978-4596,12 Children,ROSARIO,MILLER,235 FAREWELL AVE,FAIRBANKS,AK,99701,20230101,20241231,0W - 12 Y
10000716,SUNSHINE STATION CHILD CARE CENTER,GL,12109,BI,Yes,(907) 733-5437,26 Children,KELSEY,DEMARCE,16004 E WALSTED DR,TALKEETNA,AK,99676,20240501,20250430,4M - 12 Y
10009871,SUSAN'S HOME SWEET HOME,LH,11885,BI,Yes,(907) 332-4214,8 Children,SUSAN,HA,3471 HARRIER CIR,ANCHORAGE,AK,99504,20230801,20250731,0M - 12 Y
10007087,SWEET HOME,LH,11981,BI,Yes,(907) 277-3810,8 Children,ELIANTA,PICHARDO OVALLES,825 LANE ST,ANCHORAGE,AK,99508,20231201,20251130,0M - 12 Y
10016761,T&C PLAYHOUSE,GL,11890,BI,Yes,(907) 519-2300,12 Children,CHRISTINA,JAMES,401 S. LOWER RD,PALMER,AK,99645,20230801,20250731,6W - 12 Y
10005220,TALKEETNA CHILD DEVELOPMENT CENTER,MC,0,,Yes,(907) 384-0686,,KIRSTEN,SCOTT,BLD 11 5TH ST,JBER,AK,99505,,,
10003780,TANAINA CHILD DEVELOPMENT CENTER,LC,12149,BI,Yes,(907) 222-1749,90 Children,AMANDA,BUTLER (SMODEY),"1200 AIRPORT HEIGHTS DR,STE 140",ANCHORAGE,AK,99508,20240801,20260731,12M - 6 Y
10000281,TEDDY BEAR LOVING DAY CARE,GL,11894,BI,Yes,(907) 457-1314,12 Children,KELLEY,WILSON,1615 CARR AVE,FAIRBANKS,AK,99709,20230801,20250731,0W - 12 Y
10000407,TERESA'S CHILD CARE,LH,11825,BI,Yes,(907) 373-5224,5 Children,TERESA,NUNES,991 S. VINE ROAD,WASILLA,AK,99623,20230501,20250430,6W - 12 Y
10017196,THE ACADEMY,LC,12103,PR,Yes,(907) 385-0311,72 Children,AMANDA,HENDERSON,297 W 5TH AVE,NORTH POLE,AK,99705,20240501,20250430,6W - 5 Y
10003718,THE ALASKA CLUB FUN CAMP EAST,LC,11876,BI,Yes,(907) 330-0154,49 Children,BENJAMIN,GRIFFITH,5201 EAST TUDOR ROAD,ANCHORAGE,AK,99507,20230605,20250531,5Y - 12 Y
10003935,THE ALASKA CLUB SUMMER FUN CAMP,LC,12118,BI,Yes,(907) 458-1758,60 Children,JEANETTE,BATZ,747 OLD RICHARDSON HWY,FAIRBANKS,AK,99701,20240601,20260531,5Y - 12 Y
10003406,THE JEWEL LAKE BILINGUAL CHILD CARE,LH,11777,BI,Yes,(907) 278-5192,8 Children,LORENA,LEON-CANDELARIO,6463 THURMAN DR,ANCHORAGE,AK,99502,20230401,20250331,0M - 12 Y
10016536,THE LEARNING CENTER,LC,11580,BI,No,(907) 458-5335,50 Children,REBECCA,BRUNTZ,1404  20TH AVENUE,FAIRBANKS,AK,99701,20220701,20241231,6W - 12 Y
10015501,THE NEXT BEST THING DAYCARE LLC,LC,11959,BI,Yes,(907) 252-1925,45 Children,BRIDGET,WOODWARD,607 FRONTAGE ROAD,KENAI,AK,99611,20231001,20250930,0Y - 12 Y
10017190,THRIVALASKA CLUBHOUSE,LC,12119,PR,Yes,(907) 385-5878,36 Children,BRYANA,GARCIA-DELACRUZ,1908 OLD PIONEER WAY,FAIRBANKS,AK,99709,20240601,20250531,5Y - 12 Y
10017195,THRIVALASKA FAMILY SPROUTS,GL,12105,PR,Yes,(907) 460-4404,10 Children,BRYANA,GARCIA-DELACRUZ,1949 GILLIAM WAY SUITE C,FAIRBANKS,AK,99701,20240501,20250430,6W - 12 Y
10009757,THRIVALASKA HEAD START BIRTH TO 5 -FBKS,LC,12034,BI,Yes,(907) 452-4267,144 Children,SARAH,NEWTON,1949 GILLAM WAY SUITE A,FAIRBANKS,AK,99701,20240301,20260228,0W - 12 Y
10005097,THRIVALASKA SCHOOL AGE PROGRAM,LC,12187,BI,Yes,(907) 799-6862,36 Children,KATRINA,RHYNARD,"700 AUBURN DR,IN THE PEARL CREEK ELEMENTARY BUILDING",FAIRBANKS,AK,99709,20240901,20260831,5Y - 12 Y
10017183,TINY HEARTS,LH,12132,PR,No,(907) 715-3484,6 Children,CELIA,CORTEZ,407 STEWART STREET,ANCHORAGE,AK,99508,20240601,20250531,0M - 12 Y
10016979,"TINY TREASURES DAYCARE, LLC",GL,12084,BI,Yes,(907) 687-2279,12 Children,PATRICIA,MANUEL,2212 JACK STREET,FAIRBANKS,AK,99709,20240501,20260430,0W - 12 Y
10004727,TINY'S KID CARE,LH,11703,BI,Yes,(907) 332-3331,8 Children,TINY,THOMAS,1509 PATTERSON ST,ANCHORAGE,AK,99504,20230101,20241231,0W - 12 Y
10016537,TLC TOO!,LC,11722,BI,No,(907) 458-6464,55 Children,RILEY,SNOW LENOBLE,1414 23RD AVE,FAIRBANKS,AK,99701,20230101,20241231,6W - 12 Y
10016078,TONYA'S BERRY PATCH LLC,LH,12189,BI,Yes,(907) 227-3934,8 Children,TONYA,DICKERSON,4308  NEEDLE CIR,ANCHORAGE,AK,99508,20241001,20260930,0M - 12 Y
10017232,TOTS R US CHILDCARE,LG,12195,PR,Yes,(907) 347-7960,12 Children,ALEJANDRA,BARRAGAN,2812 TURNER STREET,FAIRBANKS,AK,99701,20240901,20250831,6W - 12 Y
10000085,TRANNIES TOTS,GL,12114,BI,Yes,(907) 374-5998,12 Children,TRANNIE,BOSWORTH,620 WAINWRIGHT ROAD,FAIRBANKS,AK,99701,20240601,20260531,0W - 12 Y
10017068,"TRUE HARVEST, LLC",LC,11956,BI,No,(907) 388-5869,13 Children,KRISTIE,GEBHARDT,1760 WESTWOOD WAY,FAIRBANKS,AK,99709,20231101,20251031,3Y - 5 Y
10017143,TRUE NORTH LEARNING ACADEMY,LC,12104,PR,Yes,(907) 451-1582,83 Children,MARK,ZWEIFEL,3295 COLLEGE RD,FAIRBANKS,AK,99709,20240501,20250430,0W - 5 Y
10016202,TUNDRA TYKES,LC,11732,BI,Yes,(907) 271-4500,90 Children,ANGIE,LANTZ (LAW),750 D ST,ANCHORAGE,AK,99501,20230201,20250131,6W - 6 Y
10017156,TWINKLE TWINKLE LIL STARS,LH,12214,BI,Yes,(907) 347-6765,8 Children,RINA,VELEZ,1228 SUTTON LOOP,FAIRBANKS,AK,99701,20241101,20261031,0W - 12 Y
10000660,UIVIILAT PLAY AND LEARN CENTER,LC,12111,BI,Yes,(907) 443-9058,72 Children,DEBORAH,TROWBRIDGE,606 E. I STREET,NOME,AK,99762,20240601,20260531,0W - 6 Y
10002179,UNICES DAYCARE,LH,12160,NC,Yes,(907) 744-3442,8 Children,UNICES,MOSQUETE,"3240 PENLAND PKWY,SPC 415",ANCHORAGE,AK,99508,20240901,20250228,0M - 12 Y
10013468,VALDEZ PRESCHOOL,GL,11996,BI,No,(907) 835-2667,12 Children,KYLIE,DE LA MORA,"321 EGAN STREET, SUITE 109",VALDEZ,AK,99686,20231201,20250531,19M - 6 Y
