Program Name,Program Phone,Program Email,Program Address 1,Program Address 2,Town,Program Zip,EEC Regional Office Address:,Program Contact Name,License First Issue Date,Most Recently Renewed,License Number,Capacity,CCRR Name,CCRR Phone,Program Type
Kids in Action East Elementary School,(781) 804-4235,jsansone@hinghamschools.org,2 Collins Road,,Hingham,2043,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,7/2/20,7/2/22,9107546,66,Community Care for Kids,(617) 657-5305,Public School
Kids In Action Foster Elementary School,(781) 804-4235,jsansone@hinghamschools.org,55 Downer Avenue,,Hingham,2043,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,6/28/20,6/28/22,9103541,97,Community Care for Kids,(617) 657-5305,Public School
Kids in Action Plymouth River Elementary School,(781) 804-4235,jsansone@hinghamschools.com,200 High Street,,Hingham,2043,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,7/2/20,7/2/24,9151470,76,Community Care for Kids,(617) 657-5305,Public School
Kids in Action South Elementary School,(781) 741-1540,jsansone@hinghamschools.org,831 Main Street,,Hingham,2043,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,7/2/20,7/2/22,9121741,77,Community Care for Kids,(617) 657-5305,Public School
KIDSART!,(617) 524-0818,ray-ray@jpkidsarts.org,6 ELIOT STREET,,Jamaica Plain,2130,"500 Victory Road, Suite 2100, Quincy, MA 02171",RAY-RAY FARRALES,4/27/91,3/9/22,9094647,60,Child Care Choices of Boston,(617) 542-5437,Large Group
Kidsborough,(508) 359-6300,medfield@kidsborough.com,24 Pound Street,,Medfield,2052,"324-R Clark Street, Worcester, MA 01606",Brett Richard,8/30/10,8/27/24,9156514,78,Seven Hills Child Care Resources,(508) 856-7930,Large Group
Kidsborough @ Luce,(781) 234-5571,luce@kidsborough.com,45 Independence Street,,Canton,2021,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Sandy Tannozzini,8/30/16,8/9/24,9151133,104,Child Care Works,(508) 999-9930,Large Group
Kidsborough@JFK,(781) 364-6349,jfk@kidsborough.com,100 Dedham St,,Canton,2021,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Ashleigh Guy,8/21/18,8/21/24,9151141,91,Child Care Works,(508) 999-9930,Large Group
Kidsports Educational Child Care Center,(781) 344-2332,susangreenblatt@yahoo.com,11 Evans Drive,,Stoughton,2072,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Susan Greenblatt,9/10/95,4/4/23,9118366,85,Child Care Works,(508) 999-9930,Large Group
KidzToPros,(781) 424-1523,casie.dicenso@brains-and-motion.com,133 Elliot St,,Brookline,2455,"500 Victory Road, Suite 2100, Quincy, MA 02171",Cassandra DiCenso,10/1/23,10/1/24,9154520,40,Child Care Choices of Boston,(617) 542-5437,Large Group
Kinder Care Learning Center,(617) 248-9775,kyra.spencer@kindercare.com,117 ATLANTIC AVENUE,,Boston,2110,"500 Victory Road, Suite 2100, Quincy, MA 02171",Kyra Spencer,4/29/90,9/26/23,9133558,51,Child Care Choices of Boston,(617) 542-5437,Large Group
Kinderbook Inc,(781) 762-6700,erica.hubert78@gmail.com,100 Buckminster Drive,,Norwood,02062-2805,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Erica Hubert,3/6/01,2/14/25,9161729,55,Community Care for Kids,(617) 657-5305,Large Group
Kinderbook Inc.,(508) 699-9253,kinderbook1@aol.com,62R South Street,,Plainville,2762,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Katie Russas,6/1/97,2/16/25,9165809,129,Child Care Works,(508) 999-9930,Large Group
Kindercare Child Care Center,(781) 449-0774,jacrobinson@kindercare.com,1000 HIGHLAND AVE,,Needham,02494-1257,"324-R Clark Street, Worcester, MA 01606",Jacqueline Robinson,11/19/03,5/24/24,9143774,84,Community Care for Kids,(617) 657-5305,Large Group
Kindercare Learning Center,(508) 643-3165,303081@kindercare.com,64 Messenger Street,,Plainville,02762-2259,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Mariella Domajnko-Pugh,7/10/05,4/1/24,9138285,126,Child Care Works,(508) 999-9930,Large Group
KinderCare Learning Center,(781) 834-0036,egallagher@kindercare.com,495 School St,,Marshfield,02050-2070,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Eileen Gallagher,9/9/86,3/9/23,9116822,96,Child Care Network,(508) 778-9470,Large Group
KinderCare Learning Center,(508) 880-5403,303007@klcorp.com,1361 Somerset Ave,,Taunton,02780-5077,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Jennifer Laprade,8/23/88,5/8/23,9119562,81,Child Care Works,(508) 999-9930,Large Group
KinderCare Learning Center,(781) 871-1141,kmorgan2@kindercare.com,330 Pleasant St,,Rockland,02370-1124,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Kerri Morgan,1/23/96,6/5/24,9148350,91,Child Care Network,(508) 778-9470,Large Group
KinderCare Learning Center,(508) 337-8600,303012@kindercare.com,515 West Street,,Mansfield,02048-1121,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Marissa Darling,8/30/90,6/5/24,9146480,97,Child Care Works,(508) 999-9930,Large Group
KinderCare Learning Center,(781) 828-8822,kchupinski@kindercare.com,440 Turnpike Street,,Canton,02021-2704,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Kaitlyn Chupinski,6/10/98,1/11/24,9137366,140,Child Care Works,(508) 999-9930,Large Group
Kindercare Learning Center,(508) 660-1084,lobna.abolebadeh@kindercare.com,201 Coney Street,,East Walpole,02032-1514,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Lobna Abolebadeh,6/11/87,5/11/23,9117993,101,Child Care Works,(508) 999-9930,Large Group
KinderCare Learning Center #1377,(508) 238-8227,kmorgan2@kindercare.com,533 Washington St,,South Easton,02375-1106,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Brianna Sterite,8/28/90,9/20/24,9151284,119,Child Care Works,(508) 999-9930,Large Group
KinderCare Learning Center #1554,(781) 659-6530,301554@klcorp.com,380 Washington St,,Norwell,02061-2010,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Lori Gallery,1/28/99,10/31/23,9129636,132,Child Care Network,(508) 778-9470,Large Group
KinderCare Learning Center #1669,(781) 784-0337,sharon@kindercare.com,700 South Main Street,,Sharon,02067-2841,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Katelyn Coleman,5/25/00,9/12/24,9155072,128,Child Care Works,(508) 999-9930,Large Group
KinderCare Learning Center #1839,781-356-6731,braintree@kindercare.com,467 GRANITE STREET,,Braintree,2184,"500 Victory Road, Suite 2100, Quincy, MA 02171",Shauna Atkins,9/9/82,6/17/22,9142183,126,Community Care for Kids,(617) 657-5305,Large Group
KinderCare Learning Center #670,(781) 335-5181,lgallery@klcorp.com,683 PLEASANT STREET,,Weymouth,2189,"500 Victory Road, Suite 2100, Quincy, MA 02171",Lori Gallery,9/29/88,11/30/21,9089414,91,Community Care for Kids,(617) 657-5305,Large Group
Kindercare Learning Center 1384,(508) 528-2205,courtney.ricci@kindercare.com,42 POND ST,,Franklin,02038-3829,"324-R Clark Street, Worcester, MA 01606",Courtney Ricci,9/11/90,11/12/23,9135332,118,Seven Hills Child Care Resources,(508) 856-7930,Large Group
Kindernest Montessori Early Childhood Center,(617) 335-0764,shiranian.f@gmail.com,49 Winchester Street,,Newton,2461,"500 Victory Road, Suite 2100, Quincy, MA 02171",Firouzeh Shiranian,9/3/24,3/3/25,9164915,43,Community Care for Kids,(617) 657-5305,Large Group
"King, Lisa",(617) 872-5148,klisao@icloud.com,91 Lorna Rd,,Mattapan,2126,"500 Victory Road, Suite 2100, Quincy, MA 02171",,7/25/04,3/9/23,9107247,10,Child Care Choices of Boston,(617) 542-5437,Family Child Care
"King, Noreen",(857) 498-2942,trishasmom@gmail.com,216 Madison Street,,Dedham,02026-5010,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,10/4/83,1/28/24,9138190,8,Community Care for Kids,(617) 657-5305,Family Child Care
King's Wood Montessori School,(508) 543-6391,staff@kwms.org,12 Gilmore Street,,Foxboro,02035-1819,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Joan Reale,9/19/87,6/15/24,9143187,40,Child Care Works,(508) 999-9930,Large Group
"Kinsley, Bethany",(617) 910-7064,kinsley7178@gmail.com,66 South Central Avenue,,Quincy,2169,"500 Victory Road, Suite 2100, Quincy, MA 02171",,11/25/19,11/25/22,9108312,9,Community Care for Kids,(617) 657-5305,Family Child Care
"Knight, Juana",(617) 293-0011,eurisdaycare@gmail.com,31 Leroy Street #2,,Dorchester,2122,"500 Victory Road, Suite 2100, Quincy, MA 02171",,12/4/22,12/4/22,9110145,6,Child Care Choices of Boston,(617) 542-5437,Family Child Care
"Knotty Pine Nursery School, Inc",(508) 399-7722,knottypineschool@aol.com,104 Foch Ave,,Seekonk,02771-4136,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Alicia Ciarla,9/29/89,11/30/23,9129628,39,Child Care Works,(508) 999-9930,Large Group
Knowledge Beginnings,(781) 235-2224,wellesley@kindercare.com,204 WORCESTER ST,,Wellesley,02481-5420,"324-R Clark Street, Worcester, MA 01606",Amy Dupuis,4/27/93,10/29/23,9133507,63,Community Care for Kids,(617) 657-5305,Large Group
Knowledge Beginnings,(781) 329-9550,westwood@kindercare.com,200 PROVIDENCE HWY,,Westwood,02090-1522,"324-R Clark Street, Worcester, MA 01606",Melissa Pitari,2/23/99,12/7/24,9158628,97,Community Care for Kids,(617) 657-5305,Large Group
Knowledge Beginnings Inc.,(781) 455-8723,303033@klcorp.com,206 A ST,,Needham,02494-2807,"324-R Clark Street, Worcester, MA 01606",Heather Nicholson,6/21/01,3/29/24,9141600,90,Community Care for Kids,(617) 657-5305,Large Group
"Kola, Leslie",(617) 257-3477,raynwater.steam@gmail.com,121 cardinal Circle,,Raynham,2767,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,3/1/23,3/1/23,9110186,6,Child Care Works,(508) 999-9930,Family Child Care
"Kovacevic, Jennifer",(508) 243-9729,jennifer73riley@gmail.com,131 QUAIL CREEK RD,,North Attleboro,2760,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,7/21/13,7/21/22,9103998,8,Child Care Works,(508) 999-9930,Family Child Care
"Krants, Alla",(781) 828-1042,akrants@comcast.net,53 Highland Street,,Canton,2021,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,10/31/16,10/31/22,9112095,8,Child Care Works,(508) 999-9930,Family Child Care
"Ku, Siyi",(617) 792-6702,nicole.ce25@gmail.com,324 East Squantum Street,,Quincy,2171,"500 Victory Road, Suite 2100, Quincy, MA 02171",,6/24/18,6/24/24,9143615,10,Community Care for Kids,(617) 657-5305,Family Child Care
"Kuang, Qiaoya",(781) 558-7372,codikuang@gmail.com,1029 Boylston Street,,Newton,2461,"500 Victory Road, Suite 2100, Quincy, MA 02171",,9/18/18,9/18/24,9153494,10,Community Care for Kids,(617) 657-5305,Family Child Care
Kwong Kow Chinese School,(617) 426-6716,wang.y@kwongkowschool.org,87 TYLER STREET,,Boston,2111,"500 Victory Road, Suite 2100, Quincy, MA 02171",Yanbin Wang Wang,6/23/15,7/16/24,9145154,130,Child Care Choices of Boston,(617) 542-5437,Large Group
La Distinction Academy,(339) 502-9900,patricia@ladistinctionco.com,1030 Turnpike Street,,Canton,2021,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Patricia Mura Desert,3/26/23,9/26/23,9131843,10,Child Care Works,(508) 999-9930,Small Group
"Labarge, Laura",(781) 413-6803,tinytree85@comcast.net,85 OAK RIDGE CIRCLE,,Weymouth,2188,"500 Victory Road, Suite 2100, Quincy, MA 02171",,8/4/99,4/21/23,9115591,10,Community Care for Kids,(617) 657-5305,Family Child Care
LaBelle Day School,(508) 586-9143,labelledayschool@aol.com,600 E Ashland St,,Brockton,02302-2522,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Judy Burke,9/2/87,1/2/24,9132400,48,Child Care Works,(508) 999-9930,Large Group
Laboure Center,(617) 464-8532,janet_macdougall@ccab.org,275 W BROADWAY,,South Boston,2127,"500 Victory Road, Suite 2100, Quincy, MA 02171",Ryann Hazelton,10/31/88,3/7/25,9167561,99,Child Care Choices of Boston,(617) 542-5437,Large Group
"Lage, Celeste",(781) 351-2128,celestelage@yahoo.com.br,178 Thicket St,,Weymouth,2190,"500 Victory Road, Suite 2100, Quincy, MA 02171",,8/9/15,8/9/24,9150071,8,Community Care for Kids,(617) 657-5305,Family Child Care
"Lamperti, Pamela",(508) 668-7559,lampstoy@comcast.net,599 South Street,,Walpole,02081-2716,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,9/17/97,9/17/24,9152369,6,Child Care Works,(508) 999-9930,Family Child Care
"Landry, Jo-Ann",(508) 944-3566,olibec@comcast.net,80 Waterman Street,,East Bridgewater,02333-1344,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,11/2/03,11/2/24,9152440,8,Child Care Works,(508) 999-9930,Family Child Care
Landy Reyes,(857) 615-8554,littlestarsfamilydaycare02301@gmail.com,443 West Chestnut Street,,Brockton,2301,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,4/27/23,4/27/23,9143488,6,Child Care Works,(508) 999-9930,Family Child Care
"Langlais, Nelly",(617) 990-7153,ngmm54@gmail.com,125 KENT STREET,,Brookline,2445,"500 Victory Road, Suite 2100, Quincy, MA 02171",,7/30/90,8/2/23,9127680,6,Child Care Choices of Boston,(617) 542-5437,Family Child Care
"Lapaix, Lissette",(617) 524-2519,lissettelapaix73@gmail.com,26 GLEN ROAD,,Jamaica Plain,2130,"500 Victory Road, Suite 2100, Quincy, MA 02171",,12/1/99,11/29/23,9133764,10,Child Care Choices of Boston,(617) 542-5437,Family Child Care
"Lara de Casanova, Mabel",(857) 888-4670,mblara9@gmail.com,71 Clifford St. Apt 2,,Roxbury,2119,"500 Victory Road, Suite 2100, Quincy, MA 02171",,12/16/24,12/16/24,9145373,6,Child Care Choices of Boston,(617) 542-5437,Family Child Care
"Lara Lara, Glenda",(857) 294-4247,glenda.lara0413@gmail.com,15 Pasadena Road,Apt 1,Dorchester,2121,"500 Victory Road, Suite 2100, Quincy, MA 02171",,12/25/19,12/25/22,9107646,10,Child Care Choices of Boston,(617) 542-5437,Family Child Care
"Lara Soto, Mariali Yasiris",(857) 234-5112,mariali0699@icloud.com,919 Blue Hill Avenue #2,,Dorchester,2124,"500 Victory Road, Suite 2100, Quincy, MA 02171",,12/12/23,12/12/23,9135306,6,Child Care Choices of Boston,(617) 542-5437,Family Child Care
"Lara Villar, Reyita",(857) 312-3134,clph.inc@gmail.com,143 Summer Street,,Hyde Park,2136,"500 Victory Road, Suite 2100, Quincy, MA 02171",,1/23/14,1/23/23,9109715,10,Child Care Choices of Boston,(617) 542-5437,Family Child Care
"Larosa, Kerry",(617) 596-4712,kerrynortonlarosa@gmail.com,110 Squantum Street,,Milton,2186,"500 Victory Road, Suite 2100, Quincy, MA 02171",,4/19/22,4/19/22,9048924,6,Community Care for Kids,(617) 657-5305,Family Child Care
"Latham, Jennifer",(781) 961-9766,dockjen.latham@gmail.com,14 Hoeg Street,,Randolph,2368,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,2/20/18,2/20/24,9138066,10,Community Care for Kids,(617) 657-5305,Family Child Care
"Latus, Falancia",(857) 207-1552,falancial509@gmail.com,14 Idaho St,,Mattapan,2126,"500 Victory Road, Suite 2100, Quincy, MA 02171",,9/4/24,9/4/24,9145851,6,Child Care Choices of Boston,(617) 542-5437,Family Child Care
"Laurent Williams, Naomie",(617) 645-9690,care@llcrespitecare.com,123 Prospect St,,Brockton,2301,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,1/22/23,1/22/23,9053830,6,Child Care Works,(508) 999-9930,Family Child Care
Lawrence Extended Day Program,(617) 879-4379,mary_gardiner@psbma.org,27 FRANCIS STREET,,Brookline,2446,"500 Victory Road, Suite 2100, Quincy, MA 02171",Mary Gardiner,11/14/00,5/29/24,9145472,140,Child Care Choices of Boston,(617) 542-5437,Large Group
"Lawson, Laura",(240) 587-2687,llawson1828@hotmail.com,66 Lakeshore Drive,,Norfolk,2056,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,11/15/21,11/15/24,9158116,8,Seven Hills Child Care Resources,(508) 856-7930,Family Child Care
"Laycob, Kimberly",(781) 308-1483,kjlaycob@gmail.com,3 Willard Terrace,,Randolph,2368,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,7/22/21,7/22/24,9148839,10,Community Care for Kids,(617) 657-5305,Family Child Care
LBD YOUTH Development Early Learning,(781) 885-7252,yiwei@youthdelc.org,44 Diauto Dr.,,Randolph,2368,"500 Victory Road, Suite 2100, Quincy, MA 02171",Yiwei Fang,12/31/24,12/31/24,9160780,9,Community Care for Kids,(617) 657-5305,Large Group
LCHI Youth Development Early Learning,(781) 885-7252,patrice.lamour@youthdelc.org,161 Forbes Rd,,Braintree,2184,"500 Victory Road, Suite 2100, Quincy, MA 02171",Yiwei Fang,12/31/24,12/31/24,9164153,20,Community Care for Kids,(617) 657-5305,Large Group
"Leahy, Jill",(781) 837-7031,beansproutu@yahoo.com,144 Saginaw Ave,,Marshfield,02050-5164,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,10/27/04,10/19/22,9106160,10,Child Care Network,(508) 778-9470,Family Child Care
LEAP at Avery,(781) 310-1000,afreda@dedham.k12.ma.us,100 Whiting Avenue,,Dedham,2026,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,9/5/23,9/5/23,9128918,91,Community Care for Kids,(617) 657-5305,Public School
LEAP at Riverdale,(781) 310-1000,afreda@dedham.k12.ma.us,143 Needham Street,,Dedham,2026,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Alyssa Freda,9/26/24,9/26/24,9154998,65,Community Care for Kids,(617) 657-5305,Public School
Learn and Play Day Care Center,(617) 442-1162,learnandplaycenter.emily@gmail.com,1073 TREMONT STREET,,Roxbury,2120,"500 Victory Road, Suite 2100, Quincy, MA 02171",Jeanette Byron-Brewster,2/22/96,10/9/23,9130360,38,Child Care Choices of Boston,(617) 542-5437,Large Group
"Learning Ladder Childcare & Preschool, Inc.",(508) 297-2371,deb@learningladderpreschool.com,174 Washington Street,,North Easton,02356-1121,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Debra Worrall,8/22/10,9/6/23,9127128,32,Child Care Works,(508) 999-9930,Large Group
Learning Sprouts Childrens Center and Preschool LLC,(978) 371-0277,amyhamwey@gmail.com,2 Tremont Street,,Duxbury,2332,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Amelia Hamwey,8/6/18,2/6/25,9162374,69,Child Care Network,(508) 778-9470,Large Group
Learning Well Academy,(508) 923-9157,learningwellmiddleboro@gmail.com,101 East Grove Street,,Middleboro,2346,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Christine Guindon,3/12/24,9/12/24,9153259,150,Child Care Works,(508) 999-9930,Large Group
"Leary-Gomez, Patricia",(617) 524-3885,kiddycity123@aol.com,32 MEYER STREET,,Roslindale,2131,"500 Victory Road, Suite 2100, Quincy, MA 02171",,6/5/00,6/4/24,9144564,10,Child Care Choices of Boston,(617) 542-5437,Family Child Care
Leiliane Dias da Silva Mont'Mor,(774) 441-3791,leilianedias61@gmail.com,26 Madrid Sq # 8,,Brockton,2301,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,7/6/23,7/6/23,9124299,8,Child Care Works,(508) 999-9930,Family Child Care
"Lekousi, Cheryl",(781) 956-7298,clekousi@comcast.net,1236 GREAT PLAIN AVE,,Needham,2492,"500 Victory Road, Suite 2100, Quincy, MA 02171",,10/3/84,10/4/23,9126181,6,Community Care for Kids,(617) 657-5305,Family Child Care
"Leonidas, Natacha",(781) 535-4740,tachoufesta@gmail.com,26 Milton Terrace,,Randolph,2368,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,3/20/23,3/20/23,9107649,6,Community Care for Kids,(617) 657-5305,Family Child Care
"Lesser-Gonzalez, Andrea",(617) 922-0091,alessergonzalez@gmail.com,104 METROPOLITAN AVE,,Roslindale,02131-3534,"500 Victory Road, Suite 2100, Quincy, MA 02171",,9/30/03,9/30/24,9152326,10,Child Care Choices of Boston,(617) 542-5437,Family Child Care
"Letendre, Angela",(781) 784-0530,angelaletendre@comcast.net,23 Gabriel Road,,Sharon,02067-1101,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,10/13/08,6/24/24,9148186,10,Child Care Works,(508) 999-9930,Family Child Care
"Levesque, Judy",(508) 828-1643,judylevesque1958@gmail.com,20 Puffin Way,,East Taunton,02718-1080,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,6/29/97,6/29/24,9146460,6,Child Care Works,(508) 999-9930,Family Child Care
"Lewis Miller, Prudence",(617) 304-9205,littleachievers2010@hotmail.com,22 HARMON STREET,,Mattapan,2126,"500 Victory Road, Suite 2100, Quincy, MA 02171",,6/28/10,6/28/22,9101659,10,Child Care Choices of Boston,(617) 542-5437,Family Child Care
"Lewis, Cheryl",(857) 693-8419,cheryl.lewis2@rcn.com,25 Central Ave. 2 floor,,Hyde Park,2136,"500 Victory Road, Suite 2100, Quincy, MA 02171",,10/17/19,10/17/22,9106396,8,Child Care Choices of Boston,(617) 542-5437,Family Child Care
"Lewis, Colleen",(617) 733-1000,cdatelle@gmail.com,15 Kerr Path,,Newton,2459,"500 Victory Road, Suite 2100, Quincy, MA 02171",,9/5/23,9/5/23,9123885,6,Community Care for Kids,(617) 657-5305,Family Child Care
"Li, Jian",(617) 785-6073,obkj9965@gmail.com,177 Upland Avenue,,Newton,2461,"500 Victory Road, Suite 2100, Quincy, MA 02171",,4/24/17,4/24/23,9115677,10,Community Care for Kids,(617) 657-5305,Family Child Care
Liberty Kids,(781) 664-8558,info@mylibertykids.com,875 Washington Street,,Braintree,2184,"500 Victory Road, Suite 2100, Quincy, MA 02171",Jessie Henderson,9/7/21,3/7/24,9138709,39,Community Care for Kids,(617) 657-5305,Large Group
Lighthouse Early Learning Center,(617) 588-1288,director@lighthouseelc.com,222 SPRING STREET,,West Roxbury,2132,"500 Victory Road, Suite 2100, Quincy, MA 02171",Toya Hoffman Lewis,12/3/07,5/22/24,9145610,64,Child Care Choices of Boston,(617) 542-5437,Large Group
Lil' Munchkins Child Care & Preschool,(781) 545-7675,munchkinscc@gmail.com,681 First Parish Rd,,Scituate,02066-3113,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Tanya Donahue,3/26/89,2/12/23,9116321,56,Child Care Network,(508) 778-9470,Large Group
"Lima Pessotti, Maria Nilza",(774) 417-0554,mnlpessotti@gmail.com,45 Cordage Ter,,Plymouth,2360,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,11/30/20,11/30/23,9135025,8,Child Care Network,(508) 778-9470,Family Child Care
Lin Learning Center,(617) 906-6809,klin@linlearningcenter.com,25 Holden Street,,Brookline,2445,"500 Victory Road, Suite 2100, Quincy, MA 02171",Kay Lin,8/23/15,5/2/24,9143744,35,Child Care Choices of Boston,(617) 542-5437,Large Group
"Lin, Fang",(646) 898-7374,linyaya691@gmail.com,15 Bass Street,,Quincy,2170,"500 Victory Road, Suite 2100, Quincy, MA 02171",,9/16/15,9/16/24,9149627,10,Community Care for Kids,(617) 657-5305,Family Child Care
"Lin, Xiu",(781) 888-8356,linafamilydaycare@gmail.com,147 Fayette Street,,Quincy,2170,"500 Victory Road, Suite 2100, Quincy, MA 02171",,11/16/06,1/30/23,9111980,10,Community Care for Kids,(617) 657-5305,Family Child Care
"Lin, Yaci",(617) 407-5633 (daughter),wli799@gmail.com,115 CLAY STREET,,Quincy,2170,"500 Victory Road, Suite 2100, Quincy, MA 02171",,10/3/07,10/3/22,9106185,8,Community Care for Kids,(617) 657-5305,Family Child Care
Lincoln After Hours University (AHU),(617) 221-3004,rcotard@stepstosuccessbrookline.org,19 Kennard Rd.,,Brookline,2445,"500 Victory Road, Suite 2100, Quincy, MA 02171",Rocky Cotard,9/21/23,9/21/23,9130057,22,Child Care Choices of Boston,(617) 542-5437,Large Group
Lincoln Extended Day Program,(879) 376-9621,brynn@lincolnextendedday.org,19 KENNARD ROAD,,Brookline,2445,"500 Victory Road, Suite 2100, Quincy, MA 02171",Brynn Dizack,1/25/10,6/14/24,9144816,110,Child Care Choices of Boston,(617) 542-5437,Large Group
Lineia Missias de Oliveira da Silva,(774) 360-3588,20182019silva.com@gmail.com,84 Wales St,Apt 84 A,Abington,2351,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",,6/8/23,6/8/23,9121588,6,Child Care Works,(508) 999-9930,Family Child Care
Liss Friendship Garden,(857) 207-6667,camila.salas.cs@gmail.com,1575 Tremont St.,,Roxbury,2120,"500 Victory Road, Suite 2100, Quincy, MA 02171",Lissette Medina,1/16/25,1/16/25,9154125,9,Child Care Choices of Boston,(617) 542-5437,Small Group
Little Amigos Early Learning Center,(617) 418-1100,michelle@little-amigos.org,1195 Centre St,,West Roxbury,2132,"500 Victory Road, Suite 2100, Quincy, MA 02171",Michelle McDougall,1/2/23,7/2/23,9125703,45,Child Care Choices of Boston,(617) 542-5437,Large Group
Little Bees Lab Preschool Center,(774) 215-0980,micjoy5@yahoo.com,115 Mechanic Street,,Foxboro,2035,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Marie Mathieu St Joy,2/2/22,8/2/24,9151252,51,Child Care Works,(508) 999-9930,Large Group
Little Bees Lab Preschool Sharon,(774) 225-1831,micjoy5@yahoo.com,23 High Street,,Sharon,2067,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Marie Katia St Joy,1/11/24,7/11/24,9146893,33,Child Care Works,(508) 999-9930,Large Group
Little Blessings Preschool,(508) 223-5887,littleblessings@attleborocovenant.org,841 North Main St.,,Attleboro,02703-1048,"100 Myles Standish Blvd.  Suite 100, Taunton, MA 02780",Amy Blenkhorn,9/7/95,6/2/24,9147289,61,Child Care Works,(508) 999-9930,Large Group
Little Children School House,(617) 734-5092,admin@littlechildrenschoolhouse.com,31 BOYLSTON STREET,,Brookline,2445,"500 Victory Road, Suite 2100, Quincy, MA 02171",Elizabeth Rodriguez,12/26/11,2/1/24,9138849,148,Child Care Choices of Boston,(617) 542-5437,Large Group
Little Children Schoolhouse,(617) 734-5092,admin@littlechildrenschoolhouse.com,25 HOLDEN STREET,,Brookline,2445,"500 Victory Road, Suite 2100, Quincy, MA 02171",Gladys Ruiz,6/21/05,2/14/24,9138681,71,Child Care Choices of Boston,(617) 542-5437,Large Group
Little Children Schoolhouse,(617) 734-5091,admin@littlechildrenschoolhouse.com,306 Washington Street,,Brookline,02445-6850,"500 Victory Road, Suite 2100, Quincy, MA 02171",Gladys Ruiz,12/26/11,11/19/24,9160449,40,Child Care Choices of Boston,(617) 542-5437,Large Group
Little Corner School House,(617) 785-6036,sandranaudin@yahoo.com,87 SCHOOL STREET,,Brookline,2446,"500 Victory Road, Suite 2100, Quincy, MA 02171",Sandra Renaudin,10/28/96,3/6/24,9144907,20,Child Care Choices of Boston,(617) 542-5437,Large Group
"Little Corner School House 3,LLC",(617) 785-6036,sandrarenaudin@yahoo.com,92 Harvard Street,,Brookline,2445,"500 Victory Road, Suite 2100, Quincy, MA 02171",Sandra Renaudin,1/5/20,1/5/24,9141072,67,Child Care Choices of Boston,(617) 542-5437,Large Group
