FormId,ProviderName,ProviderId,City,ZIP,CCAP,Address,Availability,Rating,ProviderUpdateRequestId,CreatedDate,ReportedDateTime,SubmittedDateTime,FullSubmittedDateTime,PhoneNumber,Serves,Setting,Status,RoleID,URL
,CCF - Chaplin/Perez School-Age,363,Woonsocket,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=363
,CCF - Hope St. Early Learning,364,Woonsocket,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=364
,Diamela Belisle,74,Woonsocket,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=74
,Good Shepard Catholic Regional ,5049,Woonsocket,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5049
,Governor Aram J. Pothier School,1122,Woonsocket,,No,,Contact Program,0,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1122
,"Hamlet Learning Center, Inc.",4655,Woonsocket,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4655
,"Me Too Preschool, Inc.",405,Woonsocket,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=405
,Orleny Dorrejo Almonte,5142,Woonsocket,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5142
,Sharon Fontaine,342,Woonsocket,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=342
,Victoria Recinos,5260,Woonsocket,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5260
,Wee Wonders Day Care,179,Woonsocket,,Yes,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=179
,Woonsocket Head St/Karen Bouchard,255,Woonsocket,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=255
,Woonsocket Head Start/Bourdon Blvd,254,Woonsocket,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=254
,Woonsocket Head Start/Cass Park,252,Woonsocket,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=252
,Woonsocket HeadStart/Benoit-Brown,253,Woonsocket,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=253
,YWCA Rhode Island,164,Woonsocket,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=164
,YWCA RI Steam Engine,1128,Woonsocket,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1128
,Anchor Point Early Learning Academ,4502,North Smithfield,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4502
,AnneMarie Almeida,5091,North Smithfield,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5091
,Constance Lepine,41,North Smithfield,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=41
,Donna Chartier,26,North Smithfield,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=26
,North Smithfield ELC,5232,North Smithfield,,No,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5232
,North Smithfield Elementary School,1103,North Smithfield,,No,,Contact Program,2,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1103
,Aristomedia Taveras,4428,Providence,,Yes,,Contact Program,3,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4428
,Children's Friend @ Althea,4581,Providence,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4581
,Children's Friend @ Dean,183,Providence,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=183
,Children's Friend @ Dexter,180,Providence,,Yes,,Contact Program,3,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=180
,Children's Friend @ Friendship,182,Providence,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=182
,Dr. Pat Feinstein Child Dev.Center,892,Providence,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=892
,Eskarly Parra,5174,Providence,,No,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5174
,John Hope Day Care Center,190,Providence,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=190
,The Nowell Child Center,4905,Providence,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4905
,A Child's View Inc.,874,North Providence,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=874
,Alexandra Burgos,5134,Providence,,No,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5134
,Carmen Quinones,5215,North Providence,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5215
,Christine Harrop,381,North Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=381
,Eva Carrasquilla,5129,North Providence,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5129
,Francis De los Santos,5209,Providence,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5209
,Gbessay Boima,5050,North Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5050
,Janae Page,5073,Providence,,No,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5073
,Lidia Arias Tejada,5176,Providence,,No,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5176
,Luz Duncan,5213,Providence,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5213
,Meri Ulerio Alberto,2933,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=2933
,MK Taekwondo Inc,5139,Providence,,No,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5139
,The Learning Academy,871,North Providence,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=871
,Yaribel Tejeda,5203,Providence,,No,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5203
,YMCA Schools Out @ Fortes Lima Ann,305,Providence,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=305
,Ada Perez,3359,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=3359
,Adys Laboy,4487,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4487
,Aguasanta Gomez,832,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=832
,Ana Rivas,670,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=670
,Ana Salcie,3066,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=3066
,Andy Rodriguez,648,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=648
,Annette Jordan,24,Cranston,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=24
,Araminta McIntosh,5172,Providence,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5172
,Australia Ramos,524,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=524
,Beautiful Beginnings @ Liston CCRI,4903,Providence,,No,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4903
,Bishop McVinney Regional School,161,Providence,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=161
,Boys & Girls Club Prov-Meeting St,5276,Providence,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5276
,Bright Horizons Children's Center,314,Providence,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=314
,Candy Lora,5048,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5048
,Carlixta Acosta,1007,Providence,,Yes,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1007
,CCAP -Broad Street,5069,Cranston,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5069
,CCAP Child Development Center,4801,Cranston,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4801
,Claudia Taveras,3978,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=3978
,Confesora Cordero,1641,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1641
,Cruz Rymer,4996,Cranston,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4996
,Denise Polanco,5164,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5164
,Digna Alcantara,4038,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4038
,Dionicia Reynoso,806,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=806
,Dorka Rodriguez,1252,Cranston,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1252
,Edgewood Highland School,3926,Cranston,,No,,Contact Program,4,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=3926
,Eileen Gonzalez,1423,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1423
,El Bebe Day Care Center,782,Providence,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=782
,Fabiola Burns,688,Cranston,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=688
,Guillermina Rodriguez,713,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=713
,Hipolita DeLeon,603,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=603
,Idania Reinoso Matias,5258,Providence,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5258
,Iluminada Santiago Mena,914,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=914
,Jonka Cruz Rafael,5210,Providence,,No,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5210
,Juana Arias,4,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4
,Julissa Ulloa Tirado,5107,Providence,,No,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5107
,Liades Guance,5070,Providence,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5070
,Little Learners Academy Edgewood,5099,Cranston,,No,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5099
,Lourdes Hernandez,918,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=918
,Love 4 All Child Care - Elmwood,514,Providence,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=514
,Love 4 All Learning Center - Eddy,516,Providence,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=516
,Maria Feliz,5147,Providence,,No,,Contact Program,3,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5147
,Maria Garcia,2874,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=2874
,Marilyn Galicia,4285,Cranston,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4285
,Meeting Street Early Learning Cen,1049,Providence,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1049
,Miladys Gomez,390,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=390
,Miriam Saldana,423,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=423
,Nelsa Filion,741,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=741
,Ocean State Kidz Club LLC,4353,Cranston,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4353
,Omaris Maria,520,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=520
,Pimaxuelivir Lebron Almonte,5205,Providence,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5205
,Ramona Perdomo,5255,Providence,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5255
,Roger Williams Day Care Center,137,Providence,,Yes,,Contact Program,4,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=137
,Rosa Reyes,825,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=825
,Saint Paul School,91,Cranston,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=91
,Sakia Araujo,627,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=627
,Susan Inirio,5242,Providence,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5242
,Virginia Arias,5025,Providence,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5025
,Virginia Najarro,477,Providence,,Yes,,Contact Program,5,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=477
,Washington Park Community Center,221,Providence,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=221
,Yadira Reyes,2824,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=2824
,Yenersi Hernandez,1267,Cranston,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1267
,Brown-Fox Point EC Ed Center,165,Providence,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=165
,Catherine Bothe,765,Providence,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=765
,Child's Play,95,Providence,,No,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=95
,Cozy Corner Child Care Center,4825,Providence,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4825
,David Isenberg Family Learning Chi,112,Providence,,Yes,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=112
,"Dr. Martin Luther King, Jr. Elementary School",2734,Providence,,No,,Contact Program,2,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=2734
,East Side Nursery School,935,Providence,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=935
,Eastside Early Learning Center,110,Providence,,No,,Contact Program,2,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=110
,Imagine Preschool,2931,Providence,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=2931
,Lincoln School- Carriage House,157,Providence,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=157
,Mount Hope Child Care Center,300,Providence,,Yes,,Contact Program,3,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=300
,Mt. Hope Learning Center,1132,Providence,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1132
,Providence Ctr.Therapeutic Daycare,209,Providence,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=209
,The Little School at Lincoln,4902,Providence,,No,,Contact Program,0,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4902
,Alba Jimenez Cuba de Cast,3854,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=3854
,Alexandra Jimenez,5166,Providence,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5166
,Alfa Belliard,4913,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4913
,Ana Bencosme,3822,Providence,,Yes,,Contact Program,3,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=3822
,Ana Gutierrez,618,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=618
,Ana Hernandez,730,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=730
,Ana Tejada,361,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=361
,Anania Hernandez,450,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=450
,Anastacia Tejeda,347,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=347
,Asela Garcia,1028,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1028
,Aury Cabral,5182,Providence,,No,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5182
,Beautiful Beginnings,249,Providence,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=249
,Carmen Almonte,646,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=646
,Carmen Hiciano,5216,Providence,,No,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5216
,Carmen Sanchez,4784,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4784
,Carolina Rodriguez,2779,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=2779
,Chainylee Alvarez,5056,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5056
,Charles N. Fortes Elementary School,1108,Providence,,No,,Contact Program,3,,,,,,,,School,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=1108
,Children's Friend @ Dorcas Intl.,4596,Providence,,Yes,,Contact Program,5,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=4596
,Children's Friend @ McAuley Village,5148,Providence,,Yes,,Contact Program,1,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5148
,Children's Friend @ St. Paul,5066,Providence,,Yes,,Contact Program,3,,,,,,,,Center,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5066
,Claribel Mayi Tirado,5118,Providence,,No,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5118
,Cristy Garcia,5084,Providence,,No,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5084
,Daciry Montesino,621,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=621
,Daire Corton,726,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=726
,Dastenia Encarnacion,5079,Providence,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5079
,Delcy Hilario,419,Providence,,Yes,,Contact Program,2,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=419
,Deysi Fuentes,393,Providence,,Yes,,Contact Program,1,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=393
,Dinanylis Gonzalez,5247,Providence,,No,,Contact Program,0,,,,,,,,Home,Active,0,https://earlylearningprograms.dhs.ri.gov/Provider/ViewProviderInfo?ProviderId=5247
