provider_name,phone,address,latitude,longitude,monitoring_reports
Colegio San Juan Apostol Y Evangelista,(787)743-8266,Ave Bairoa Esquina C 27 00726 Caguas,18.253554,-66.038251,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Col.San-Juan-Apostol-y-Evangel.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Col. San Juan Apostol 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Col. San Juan Apostol 2023.pdf'}]"
Cynthias Day Care Center,(787)278-8036 o (787)642-8153,Urb. Doradoville #371 calle madrid Dorado,18.438961,-66.282401,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Cynthias-Day-Care-Center.pdf'}, {'year': '2023', 'url': '/../docproveedores/CYNTHIAS DAY CARE 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-CYNTHIAS DAY CARE.pdf'}]"
Growing Minds Early Learning Center,787-998-0970,"Urb. Cana RR14 Calle 11 Bayamón, PR 00957",18.351886,-66.188168,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Growing-Minds-Early-Learning-Center.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Growing Minds Learning Center sept 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-GrowingMinds-Bayamon.pdf'}]"
Better Grades,787-908-5565,Carr 693 Interseccion 6690 Plaza del Mar Shopping Center Vega Alta,18.467347,-66.332593,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Better-Grades.pdf'}]"
Chiquitos Cendi,7877353755,Bo Pasto carr 718 Km 1.0 Aibonito,18.130966,-66.270783,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Chiquititos-Cendi.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Chiquitos Cendi Ponce 2023.pdf'}]"
The Piper Lighthouse (Thomas Alba Edison School,787-743-8555 ext. 26,"Alturas de Villas Del Rey, Calle 34 Final Caguas, PR 00725",18.212442,-66.06186,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-The-Piper-Lighthouse.pdf'}]"
CCDN Adonai Day Care,(787)653-9898,Urb Caguas Norte F 16 Calle Oslo 00725 Caguas,18.242207,-66.024232,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCDN-Adonai-Day-Care.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-  Adonai Day Care 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Adonai Day Care 2023.pdf'}]"
Quillet De Los Niños,787-717-7820,Urb Santa Juana Calle 2 K-26 00726 Caguas,18.249213,-66.028747,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-El-Quillet-de-los-Ninos.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- El Quillet 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- El Quillet 2023.pdf'}]"
Magaly Pérez González,(787)319-2056,Humacao,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Magaly-Perez-Gonzalez.pdf'}]"
Pricila Diaz Rodríguez,(787)637-3755,Juncos,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Priscilla-Diaz-Rodriguez.pdf'}]"
Yaitza Collazo Monclova,939-250-0398,Humacao,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Yaitza-Collazo-Monclova.pdf'}]"
LCS Private School,787-859-2641,"Bo. Cibuco, Carretera 818 Km. 1.6 Corozal, PR 00783",18.346154,-66.332047,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-LCS-Private-School.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- LCS Private School 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- LCS Private School 2023.pdf'}]"
Colegio la casita feliz,787-288-5500 / 787-209-5501,Carr 174 bloque 20 #23 urb santa rosa Bayamon 00959,18.387514,-66.146459,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Colegio-La-Casita-Feliz.pdf'}, {'year': '2023', 'url': '/../docproveedores/COLEGIO LA CASITA FELIZ 2023.pdf'}]"
Jewells of god,787-319-1888,Calle marginal f 33 urb safra isidro Fajardo P.R 00738,18.338797,-65.642278,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Jewels-of-God-Preschool-Day.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Jewells of God 2022.pdf'}]"
Lydimarie Rosado Garcia,(939)279-3428,Humacao,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Lydimarie-Rosado-Garcia.pdf'}]"
Paraíso De La Niñez,787-612-7102 / 939-248-5386,"Bo. Achiote Naranjito, Carr. 884 Km 1.0 Naranjito, PR 00719",18.300865,-66.244895,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Paraiso-De-La-Ninez.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado - Paraiso de la Ninez 2022.pdf'}]"
Ccda First Step And Learning,(939)493-6911,Urb. Bairoa Cr-5 Calle 11 B 00725 Caguas,18.255055,-66.040472,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCDA-First-Step-And-Learning.pdf'}]"
Helping hands,787-348-2526,Car 1 rowel 796 km 0.3 Caguas P.R 00725,18.274847,-66.037549,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Helpings-Hands-Montessori-Day-Care-and-Learning-Center-Inc.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Helping Hands 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Helping Hands 2023.pdf'}]"
Querubín Ambiente Montessori,787-203-3531,"Urb. Colimar A-13 Calle Baldorioty Guaynabo, Puerto Rico 00969",18.405592,-66.109566,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Querubin-Ambiente-Montessori.pdf'}, {'year': '2022', 'url': '/../docproveedores/Querubin Ambiente Montessori 2022 08-24-2023-095008.pdf'}, {'year': '2023', 'url': '/../docproveedores/QUERUIBIN AMBIENTE MONTESSORI 2023.pdf'}]"
"Bright Beginning, Day Care",787-478-0766,"Bda. Reparto Esperanza Calle1 #1 Yauco, PR 00698",18.383104,-66.066062,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Bright-Beginning-Day-Care.pdf'}]"
Centro de Cuido Diurno Integral Estrellitas,787-467-2255,"Calle 51, 2c-30 urb las lomas Carolina 00987",18.370987,-65.942159,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Centro-de-Cuido-Diurno-Integral-Estrellitas.pdf'}, {'year': '2022', 'url': '/../docproveedores/CENTRO DE CUIDO DIURNO INTEGRAL ESTRELLITAS 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-CENTRO DE CUIDO DIURNO INTEGRAL ESTRELLITAS 2023.pdf'}]"
Paula A. Hernández Rodríguez,,San Sebastián,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Paula-A.-Hernandez-Rodriguez.pdf'}, {'year': '2022', 'url': '/../docproveedores/Paula A. Hernandez Rodriguez 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Paula A. Hernandez Rodriguez 2023.pdf'}]"
ccd kima kids & SESO,787-832-2343,carr. 108 km 3.2 bo. miradero mayaguez,18.227497,-67.142642,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Kima-Kids-_-SESO.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Kima Kids & SESO 2022.pdf'}, {'year': '2024', 'url': '/../docproveedores/Resultado- Kima Kids & SESO 2024.pdf'}]"
CCD World Children School,787-360-3979 / 787-237-2426,"Urb. San Agustín 1155 Calle Máximo Alomar San Juan, Puerto Rico 00923",18.404727,-66.022388,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-WORLD-CHILDREN.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-  World Children School 2022.pdf'}]"
Jardín De La Esperanza,(787)263-3777,Bo Cantera Ave Roberto Diaz #176 Cayey 00736 Cayey,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Jardin-De-La-Esperanza.pdf'}, {'year': '2022', 'url': '/../docproveedores/JARDIN DE LA ESPERANZA 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/JARDIN DE LA ESPERANZA 2023.pdf'}]"
Centro De Desarrollo Siempre Niños,787-869-1026,"66 Calle Georgetti Naranjito, PR 00919",18.300673,-66.243223,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Centro-de-Desarrollo-Siempre-Ninos.pdf'}, {'year': '2023', 'url': '/../docproveedores/Centro de Desarrollo Siempre Niños 2023.pdf'}]"
ChiquiAmgen,787-916-6160,"Carretera 31 Km. 24.6 Juncos, PR 00777",18.228052,-65.914137,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-ChiquiAmgen.pdf'}, {'year': '2023', 'url': '/../docproveedores/ChiquiAmgen 2023.pdf'}]"
Club De Niños Felices,(787)475-9119,Urb. Villa Del Rey Ave. Gautier Benitez C - 12 Caguas 00725 Caguas,18.214329,-66.044806,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Club-De-Ninos-Felices.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Club Niños Felices 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Club de Niños Felices- 2023.pdf'}]"
Good Habits Institute,(939)265-7009,Bo. Montellano Sector Las Brumas Calle Sol 00736 Cayey,18.116587,-66.144176,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Good-Habits-Institute.pdf'}, {'year': '2023', 'url': '/../docproveedores/GOOD HABITS INSTITUTE 2023.pdf'}]"
Neida D. Aponte Muñoz,,,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Neida-D.-Aponte-Munoz.pdf'}]"
Wanda I. Feliciano Valentín,,Cabo Rojo,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Wanda-I.-Feliciano-Valentin.pdf'}, {'year': '2022', 'url': '/../docproveedores/WANDA FELICIANO VALENTIN 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/WANDA FELICIANO VALENTIN 2023.pdf'}]"
Angelina Torres Cruz,787-942-9370,Gurabo,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Angelina-Torres-Cruz.pdf'}]"
Mi Pequeño Kinder,(787)469-5902,Urb. Caguas Calle 18 I 13 00725 Caguas,18.237213,-66.015759,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Mi-Pequeno-Kinder.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-  Mi Pequeno Kinder 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Mi Pequeno Kinder 2023.pdf'}]"
My Jungle Nursering And Preschool,7787-665-5137,"1412 Ave Jesús T. Piñero, San Juan",18.402502,-66.089448,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-My-Jungle-Nursery-and-Preschool.pdf'}, {'year': '2022', 'url': '/../docproveedores/MY JUNGLE NURSING AND PREESCHOOL 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/MY JUNGLE NURSING AND PREESCHOOL 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-myjungle-nursery.pdf'}]"
Carmen M. Caballer Roig,787-674-9009,Caguas,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Carmen-M.-Caballer-Roig.pdf'}]"
Sandra Aquino Colón,,"Guaynabo, Puerto Rico 00970",18.35481,-66.112315,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Sandra-Aquino-Colon.pdf'}]"
Aracelis Martínez Castillo,787-717-4338,Ponce,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Aracelis-Martinez-Castillo.pdf'}]"
Chiquimundi,787-783-7044,"629 Calle Hillside, Urb. Summit Hills San Juan, PR 00920",18.397335,-66.103441,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Chiquimundi.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-CCD CHIQUIMUNDI INC 2023.pdf'}]"
Colegio Rosabell,(787)781-4240 ext 2109,Urb. Torrimar calle oviedo 42 guaynabo 00966 Guaynabo,18.3916,-66.1146,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Colegio-Rosabell.pdf'}]"
Arielis Santiago Cartagena,(939)216-6021,Caguas,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Arielis-Santiago-Cartagena.pdf'}]"
Garbidalis Bilingual Academy,787-735-3561,Bo Llanos Adentro Carr 725 km 3.0 Int Sector Saturnino Aibonito,18.164656,-66.281706,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Garbidalis-Bilingual-Academy.pdf'}]"
Unlimited Learning Center,787-459-2304,Carr 861 km 5.8 bo piños Toa Alta 00953,18.370233,-66.215703,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Unlimited-Learning-Center.pdf'}, {'year': '2023', 'url': '/../docproveedores/UNLIMITED LEARNING CENTER 2023.pdf'}]"
Centro Maguey,787-449-1088,"Calle Haydee Castro Esq. Ignacio Arzuaga Carolina, PR 00985",18.380931,-65.959655,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Maguey-H.E.-Mun.-Carolina.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Maguey Carolina 2023.pdf'}]"
Cinthia Ocasio Rivera,787-941-9970,San Juan,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Cinthia-I.-Ocasio-Rivera.pdf'}]"
María Morales Irizarry,,San Germán,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Maria-Morales-Irizarry.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado -  Maria E. Morales Irizarry 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Maria E. Morales Irizarry 2023.pdf'}]"
Colegio Doribel INC,787-797-8556,"Urb. Toa Alta Heights, F-44-48 Calle 6 Toa Alta, PR 00953",18.36265,-66.208153,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Colegio-Doriber-Inc.pdf'}]"
Rosa Rodríguez Pérez,,Utuado,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Rosa-Rodriguez-Perez.pdf'}]"
Wanda Reyes Lopez,939-416-0903,,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Wanda-Reyes-Lopez.pdf'}]"
Centro Preescolar Little Brains,787-608-4812,Reparto de diego ave Ponce de león 1617 00926 San Juan,18.379444,-66.069396,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Centro-Preescolar-Little-Brains.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-CENTRO PREESCOLAR LITTLE BRAINS 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/CENTRO PREESCOLAR LITTLE BRAINS 2023.pdf'}]"
Colegio Marista,787-720-2186,Alturas de Torrimar 6 Marcelino Champagnet Guaynabo 00969,18.381651,-66.120989,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Colegio-Marista-de-Guaynabo.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado - Colegio Marista de Guaynabo 2022.pdf'}]"
Tomasita Velázquez de Jesús,787-203-1289,Carolina,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Tomasita-Velazquez-De-Jesus.pdf'}]"
Castillo Infantil,(787) 255-4550,"Carretera 3311 Km. 0.6 Sector Sabana Alta Cabo Rojo, PR 00623",18.119034, -67.157861,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Castillo-Infantil-Mun.-de-Cabo-Rojo.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Castillo Infantil Cabo Rojo 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado - Castillo Infantil Cabo Rojo 2023.pdf'}]"
Ramariz E. Morales Rivera,787-981-4287,Caguas,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Ramariz-E.-Morales-Rivera.pdf'}]"
Just for kids,787-743-5102 / 787-3616472,"Calle Amatista #35 Urb. Villa blanca, Caguas",18.246487,-66.035593,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-JUST-FOR-KIDS.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-CCDN JUST FOR KIDS 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-CCDN JUST FOR KID 2023.pdf'}]"
Maritere Ramos Betancourt,,Ponce,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Maritere-Ramos-Betancourt.pdf'}, {'year': '2022', 'url': '/../docproveedores/MARITERE RAMOS BETANCOURT 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/MARITERE RAMOS BETANCOURT 2023.pdf'}]"
Colegio Creativo,787-413-5762,"Km 1.3 Bo. Venezuela, Calle Guaracanal",18.38518,-66.05124,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Colegio-Creativo-de-Puerto-Rico.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Colegio Creativo de Puerto Rico 2023.pdf'}]"
Saint Francis School INC,787-762-3141,"Villa Carolina, 400 Ave. Roberto Clemente Carolina, PR 00983",18.41798,-65.965259,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-C.C.D.-Saint-Francis-School.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Saint Francis School 2022.pdf'}]"
Garabatos Day Care,787-812-2023,"Ave. Emilio Fagot #353 Urb, Santa Clara Ponce, PR 00716",18.02604,-66.601537,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Garabatos-Centro-Pre-Esc.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-CCD GARABATOS CENTRO PRE-ESC 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Garabatos 2023.pdf'}]"
Evelyn Colón Ruíz,939-788-2638,Juana Díaz,0,0,"[{'year': '2022', 'url': '/../docproveedores/REPORTE-Evelyn-Colon-Ruiz.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Evelyn Colon Rivera 2023.pdf'}]"
CCD Yaveh Shalom,787-878-4449,Carr 129 km 7.0 Bo. Dominguito Arecibo P.R. 00612,18.467449,-66.730605,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCDN-Yahveh-Shalom.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-YAVEH SHALOM 2022.pdf'}]"
Montessori San Cristobal,787-226-6330,"Sec. Quebrada Arena Bo Rio Cañas, Km 24.7 Carr. 1 Caguas, PR 00725",18.30157,-66.057051,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Montessori-San-Cristobal.pdf'}, {'year': '2022', 'url': '/../docproveedores/Montessori San Cristobal 2022.pdf'}]"
Nalmir M. González Torres,787-501-0885,Arecibo,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Nalmir-M.-Gonzalez-Torres.pdf'}]"
HDC Marisol Echevarría Echevarría,939-639-8088,Aguada,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-HCD-Marisol-Echevarria-Echevarria.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-   HCD Marisol Echevarria.pdf'}]"
Kiddiecare Preschool and Tutoring Center,787-284-5926,"Calle Marina 9105, Esquina Ferrocarril Suite 104 Ponce",18.005502,-66.612819,"[{'year': '2021', 'url': '/../docproveedores/Informe-de-Resultados-de-Hallazgos-KiddieCare-2022-1.pdf'}, {'year': '2023', 'url': '/../docproveedores/REPORTE-Kiddiecare-Preschool-and-Tutoring-Center.pdf'}]"
El Paraíso Infantil,787-630-8903,"Urb. Lago Alto, 4 Calle Loiza Trujillo Alto, PR 00976",18.365219,-66.006588,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-El-Paraiso-Infantil.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Paraíso Infantil Aguadilla 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/R 122 EL PARAISO INFANTIL 2023.pdf'}]"
Francheska Lyrette Mercado Hernádez,,Hatillo,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Francheska-Lyrette-Mercado-Hernandez.pdf'}, {'year': '2022', 'url': '/../docproveedores/Francheska Lyrette Mercado Hernádez 2022.pdf'}]"
Gladys M. Rivera Colón,787-561-3340,Manatí,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Gladys-M.-Rivera-Colon.pdf'}]"
La Casita de Mami,787-703-2064 / 787-615-8221,"Urb. Villa Criollos, A-9 Ave Muños Marín Caguas, PR 00725",18.23412,-66.0485,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-La-Casita-de-Mami.pdf'}, {'year': '2022', 'url': '/../docproveedores/LA CASITA DE MAMI 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- La Casa de Mami 2023.pdf'}]"
Luis E. Martínez Ortíz,,Coto Laurel,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Luis-E.-Martinez-Ortiz.pdf'}, {'year': '2022', 'url': '/../docproveedores/LUIS E MARTINEZ ORTIZ 2022.pdf'}]"
Marilyn Vélez Laboy,,"Gurabo, Puerto Rico 00778",18.2528251,-65.977735,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Marilyn-Velez-Laboy.pdf'}, {'year': '2023', 'url': '/../docproveedores/MARILYN VELEZ LABOY 2023.pdf'}]"
ABC Nursery & Day Care,787-586-0992 / 787-756-4074,"980 Calle 42 SE, Reparto Metropolitano San Juan, PR 00926",18.400364,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-ABC-Nursery-_-Day-Care.pdf'}, {'year': '2022', 'url': '/../docproveedores/ABC Nursery & Day Care 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-ABC Nursery & Day Care 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-ABC Nursery.pdf'}]"
Galería Maternal,787-746-3852,"Bo. Cerdenejas, Carr. 172 Km. 1.9 Cidra, PR 00739",18.17579,-66.16128,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Galeria-Maternal.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-CCDN GALERIA MATERNAL 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-CCDN GALERIA MATERNAL 2023.pdf'}]"
Torrimar Learning,787-452-1406,"Urb. Alturas de Torrimar, 5-14 Ave Santa Ana Guaynabo, PR 00969",18.381214,-66.117301,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Torrimar-Learning.pdf'}, {'year': '2022', 'url': '/../docproveedores/TORRIMAR LEARTING CENTER 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Torrimar Learning 2023.pdf'}]"
Rayshanil Santiago García,,Humacao,18.0502303,-65.8793571,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Rayshanil-Santiago-Garcia.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-CCD MI PEQUENO EDEN 2023.pdf'}]"
CCD Mi Pequeño Edén,787-855-3764 / 787-245-4674,"Urb. Reparto Sobrino, 203 Calle Forestal Vega Baja, PR 00694",18.432192,-66.414058,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-CCD-Mi-Pequeno-Eden.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-CCD MI PEQUENO EDEN 2023.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-MiPequeno_Eden.pdf'}]"
Antonia Orengo Ruiz,939-256-0319,Yauco,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Antonia-Orengo-Ruiz.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Antonia Orengo Ruiz-2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Antonia Orengo Ruiz-Yauco 2023.pdf'}]"
Awilda Castillo Pérez,,"Carolina, Puerto Rico 00987",18.3808516,-65.9570244,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Awilda-Castillo-Perez.pdf'}]"
Centro Educativo Huellas en Colores,939-366-7480,Bda Capetillo calle vallejo #1022 S.J P. R 00924 San Juan,18.479815,-69.894582,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Centro-Educativo-Huellas-en-Colores.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Centro Educativo Huellas en Colores 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-CENTRO EDUCATIVO HUELLAS EN COLORES 2023.pdf'}]"
Maria Milagros Nazario Quinonez,,Sabana Grande,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Maria-M.-Nazario-Quinones.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Maria Milagros Nazario Quiñones 2023 Sabana Grande.pdf'}, {'year': '2024', 'url': '/../docproveedores/Maria Milagros Nazario Quinones 2024.pdf'}]"
Scheila Rodríguez Quiñonez,,Yauco COSIANI,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Scheila-G.-Rodriguez-Quinones.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Scheila Rodríguez Quiñones 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Scheila Rodriguez Quiñones 2023.pdf'}]"
Cedin Infantil Intermetro,787-250-1912 Ext 2840,Carr 177 Km3 3 Camino Alejandro Marginal Ave Lomas Vardes S.J,18.367306,66.076891,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Cedin-Infantil.pdf'}, {'year': '2024', 'url': '/../docproveedores/2024-cedin-interamericana.pdf'}]"
Centro de Desarrollo Alheli Montessori,939-645-8437,"Calle Robles #54 Local 1 San Juan, Puerto Rico 00925",18.399851,-66.050624,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Centro-de-Desarrollo-Alheli-Montessori.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-  ALHELI MONTESSORI 2022.pdf'}]"
Instituto Desarrollo Del Niño,787-752-8012,"Urb. Country Club 1050 Calle Demetrio Odally San Juan, Puerto Rico 00924",18.398403,-66.001581,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Instituto-Desarrollo-del-Nino.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Instituto de Desarrollo del Niño 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/2023-INSTITUTO DESARROLLO DEL NIñO.pdf'}]"
Providencia Rodríguez Cáceres,,"Trujillo Alto, Puerto Rico 00976",18.3542408,-66.007377,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Providencia-Rodriguez-Caceres.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado-  Providencia Rodriguez Caceres 2023.pdf'}]"
Ivonne Maldonado Martínez,939-418-5025,Hatillo,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Ivonne-Maldonado-Martinez.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado-Ivonne Maldonado - Hatillo 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/IVONNE MALDONADO MARTINEZ 2023.pdf'}]"
Marangely Lopez Negron,,Yauco COSIANI,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Marangely-Lopez-Negron.pdf'}, {'year': '2022', 'url': '/../docproveedores/Resultado- Maragely López-Yauco 2022.pdf'}, {'year': '2023', 'url': '/../docproveedores/Resultado- Marangely Lopez - Yauco - 2023.pdf'}]"
Brenda Liz Sánchez Rivera,,Ponce,0,0,"[{'year': '2021', 'url': '/../docproveedores/REPORTE-Brenda-L.-Sanchez-Rivera.pdf'}]"
